TR:primary:CellLine,TR:hepg2:CellLine,TR:prihu:CellLine,TR:hep3b:CellLine,TR:huh7:CellLine,TR:focus:CellLine,TR:NOCYTO,TR:il1a,TR:tgfa,TR:il6,TR:ins,TR:tnfa,TR:NOINHIB,TR:pi3ki,TR:meki,TR:ikki,DA:akt,DA:erk,DA:gsk3,DA:ikb,DA:jnk,DA:p38,DA:p70s6,DA:p90rsk,DA:stat3,DA:cjun,DA:creb,DA:histh3,DA:hsp27,DA:irs1s,DA:mek,DA:p53,DA:stat2,DA:tyk2,DV:akt,DV:erk,DV:gsk3,DV:ikb,DV:jnk,DV:p38,DV:p70s6,DV:p90rsk,DV:stat3,DV:cjun,DV:creb,DV:histh3,DV:hsp27,DV:irs1s,DV:mek,DV:p53,DV:stat2,DV:tyk2
BOOLY_1oHum_DME_NOINH_c01rA,,1,,,,1,,,,,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3339,3077,829,385,233,87,3675,424,112,17650,202,660,649,1063,3273,1145,272,3415
BOOLY_1oHum_DME_PI3K_c01rB,,1,,,,1,,,,,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1009,2859,696,387,266,71,3344,568,141,17098,173,687,708,1310,3662,1584,297,4747
BOOLY_1oHum_DME_MEK_c01rC,,1,,,,1,,,,,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3187,1313,697,348,294,83,2780,523,97,10957,148,755,662,992,21429,1338,277,5113
BOOLY_1oHum_DME_IKK_c01rD,,1,,,,1,,,,,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6984,1953,793,234,261,110,2707,511,54,8522,163,755,885,982,2754,1603,289,5091
BOOLY_1oHum_DME_PI3K+MEK_c01rE,,1,,,,1,,,,,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1581,1260,750,386,276,102,2210,482,196,13002,159,605,771,739,23344,1050,337,3554
BOOLY_1oHum_DME_MEK+IKK_c01rF,,1,,,,1,,,,,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6891,1542,1021,347,270,103,2933,597,54,13181,171,721,1052,901,23681,1167,343,4760
BOOLY_1oHum_DME_IKK+PI3K_c01rG,,1,,,,1,,,,,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1216,1954,617,271,227,131,2081,486,50,13190,187,564,1191,827,3064,794,296,3324
BOOLY_1oHum_DME_PI3K+MEK+IKK_c01rH,,1,,,,1,,,,,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,735,764,305,203,104,48,1408,516,40,3908,142,431,541,574,6164,679,148,2287
BOOLY_1oHum_IL1a_NOINH_c02rA,,1,,,,,1,,,,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,7678,3581,1032,1020,991,537,5807,646,121,19431,443,833,23481,2166,3850,1816,305,5450
BOOLY_1oHum_IL1a_PI3K_c02rB,,1,,,,,1,,,,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1889,3600,831,1170,1074,586,5345,774,123,20387,432,899,20751,1818,4643,2095,394,5786
BOOLY_1oHum_IL1a_MEK_c02rC,,1,,,,,1,,,,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4990,1512,906,1210,968,509,5850,622,120,21285,382,980,22542,1698,22651,2178,388,5500
BOOLY_1oHum_IL1a_IKK_c02rD,,1,,,,,1,,,,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6190,2067,828,919,843,484,5599,682,69,14750,407,1160,17493,1666,2699,2643,321,7156
BOOLY_1oHum_IL1a_PI3K+MEK_c02rE,,1,,,,,1,,,,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1732,1215,790,1076,1086,672,5852,621,130,20017,435,875,24008,1641,23189,2215,394,5896
BOOLY_1oHum_IL1a_MEK+IKK_c02rF,,1,,,,,1,,,,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4451,1232,848,783,556,282,4132,501,43,14426,306,748,9933,1481,23463,1882,368,4981
BOOLY_1oHum_IL1a_IKK+PI3K_c02rG,,1,,,,,1,,,,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1000,2314,608,770,578,320,3474,540,54,15122,298,720,11295,1256,2487,1383,317,4085
BOOLY_1oHum_IL1a_PI3K+MEK+IKK_c02rH,,1,,,,,1,,,,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,598,1038,500,566,364,212,2838,482,56,8987,271,650,7089,1147,14983,822,233,3796
BOOLY_1oHum_TGFa_NOINH_c03rA,,1,,,,,,1,,,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,8149,16895,1081,367,479,203,7827,691,82,14372,519,795,2256,2494,25029,1580,429,4994
BOOLY_1oHum_TGFa_PI3K_c03rB,,1,,,,,,1,,,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1961,23433,1214,636,686,250,8561,857,163,24048,680,910,2392,2385,25784,1759,504,6350
BOOLY_1oHum_TGFa_MEK_c03rC,,1,,,,,,1,,,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,9869,12752,1147,443,555,238,7738,735,135,13638,508,976,2939,1753,24974,1846,426,5790
BOOLY_1oHum_TGFa_IKK_c03rD,,1,,,,,,1,,,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,8512,19491,1037,335,510,232,6853,660,55,15210,605,747,4875,1679,25403,1570,370,4547
BOOLY_1oHum_TGFa_PI3K+MEK_c03rE,,1,,,,,,1,,,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1801,15298,951,506,699,308,6437,700,201,17230,591,893,4163,1911,25674,1908,491,5858
BOOLY_1oHum_TGFa_MEK+IKK_c03rF,,1,,,,,,1,,,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,19317,19871,1882,507,862,371,9364,877,82,18581,871,783,11413,2528,27050,1448,623,5964
BOOLY_1oHum_TGFa_IKK+PI3K_c03rG,,1,,,,,,1,,,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1108,22469,958,352,403,149,5550,848,63,16073,636,835,2106,1990,24860,1672,395,4575
BOOLY_1oHum_TGFa_PI3K+MEK+IKK_c03rH,,1,,,,,,1,,,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2469,13086,874,260,288,258,4961,570,56,13287,459,702,2147,1604,25592,1056,326,4291
BOOLY_1oHum_IL6_NOINH_c04rA,,1,,,,,,,1,,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5266,6194,882,479,420,131,5206,805,15965,22825,237,887,1130,1438,5369,1491,868,5838
BOOLY_1oHum_IL6_PI3K_c04rB,,1,,,,,,,1,,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1450,5383,731,383,390,110,4204,435,13539,17327,237,816,689,1495,3831,1783,667,5935
BOOLY_1oHum_IL6_MEK_c04rC,,1,,,,,,,1,,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6202,1935,892,408,425,135,4292,646,15039,13138,239,840,908,1419,23138,1761,742,6018
BOOLY_1oHum_IL6_IKK_c04rD,,1,,,,,,,1,,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6873,2084,872,228,287,100,3290,514,73,7922,170,846,659,1015,2546,1657,311,5681
BOOLY_1oHum_IL6_PI3K+MEK_c04rE,,1,,,,,,,1,,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1463,2407,822,366,377,155,3682,568,16446,15478,227,880,893,1220,23548,1972,909,5591
BOOLY_1oHum_IL6_MEK+IKK_c04rF,,1,,,,,,,1,,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5250,1554,1102,304,262,131,3106,605,73,8584,175,826,789,1027,23470,1872,410,5390
BOOLY_1oHum_IL6_IKK+PI3K_c04rG,,1,,,,,,,1,,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2668,7057,1817,466,455,111,6163,963,47,23958,462,1179,2606,2328,7227,2079,461,11787
BOOLY_1oHum_IL6_PI3K+MEK+IKK_c04rH,,1,,,,,,,1,,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1347,1192,645,257,194,82,1635,476,52,10903,205,569,626,880,23358,748,268,3068
BOOLY_1oHum_INS_NOINH_c05rA,,1,,,,,,,,1,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6859,6139,1229,616,448,87,7760,886,241,23693,263,1366,1065,2315,4596,2407,425,7669
BOOLY_1oHum_INS_PI3K_c05rB,,1,,,,,,,,1,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1583,3252,790,438,341,93,4530,684,191,14815,218,1045,843,1528,3539,2236,350,5673
BOOLY_1oHum_INS_MEK_c05rB,,1,,,,,,,,1,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5122,1576,820,365,413,105,4632,781,132,13332,181,975,671,1288,23255,1958,418,5702
BOOLY_1oHum_INS_IKK_c05rD,,1,,,,,,,,1,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5010,2088,956,187,254,84,3333,604,46,10230,163,862,756,1054,2238,1974,284,5399
BOOLY_1oHum_INS_PI3K+MEK_c05rE,,1,,,,,,,,1,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1763,1825,854,435,286,110,3163,523,262,16123,245,848,664,1083,23890,1587,371,4942
BOOLY_1oHum_INS_MEK+IKK_c05rF,,1,,,,,,,,1,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5707,1020,1016,251,203,114,2325,459,46,6976,214,616,631,744,19038,938,275,4017
BOOLY_1oHum_INS_IKK+PI3K_c05rG,,1,,,,,,,,1,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1285,2276,720,305,270,90,3032,715,70,15887,196,960,961,1221,2410,1609,358,5001
BOOLY_1oHum_INS_PI3K+MEK+IKK_c05rH,,1,,,,,,,,1,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1585,1461,927,248,248,87,2323,773,62,11006,254,700,689,1020,23615,1416,297,4317
BOOLY_1oHum_TNFa_NOINH_c06rA,,1,,,,,,,,,1,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4174,3898,916,727,629,198,6354,678,139,23116,458,792,8230,1723,3752,1673,359,5160
BOOLY_1oHum_TNFa_PI3K_c06rB,,1,,,,,,,,,1,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1117,2997,578,608,706,335,5962,536,109,16682,428,764,11956,1372,3040,1906,321,4894
BOOLY_1oHum_TNFa_MEK_c06rB,,1,,,,,,,,,1,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3289,1248,840,580,623,275,6247,560,140,14800,396,931,11929,1564,20041,2012,295,5473
BOOLY_1oHum_TNFa_IKK_c06rD,,1,,,,,,,,,1,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5297,2373,881,509,937,370,5828,718,67,14829,323,910,11919,1635,2470,1764,323,5888
BOOLY_1oHum_TNFa_PI3K+MEK_c06rE,,1,,,,,,,,,1,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1313,1097,750,524,694,363,4766,593,131,15696,398,816,14299,1208,20073,1690,371,5165
BOOLY_1oHum_TNFa_MEK+IKK_c06rF,,1,,,,,,,,,1,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4070,944,929,606,757,432,4659,457,58,13311,373,584,16750,1039,17556,663,283,2799
BOOLY_1oHum_TNFa_IKK+PI3K_c06rG,,1,,,,,,,,,1,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,739,1446,440,607,415,220,2565,483,34,5550,320,308,10683,765,1500,669,214,2748
BOOLY_1oHum_TNFa_PI3K+MEK+IKK_c06rH,,1,,,,,,,,,1,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1261,1125,631,753,542,313,3750,532,52,15950,356,684,10275,1363,15904,1199,286,4089
BOOLY_1oHum_IL1+INS_NOINH_c08rA,,1,,,,,1,,,1,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,11100,7613,1514,1875,1801,1094,11309,760,140,23711,677,816,25768,2169,7817,1218,299,5851
BOOLY_1oHum_IL1+INS_PI3K_c08rB,,1,,,,,1,,,1,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1843,5179,911,1116,1856,691,5435,603,145,22968,628,876,24490,1572,3698,1733,340,5460
BOOLY_1oHum_IL1+INS_MEK_c08rB,,1,,,,,1,,,1,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3774,1489,908,780,1106,579,6317,681,144,12425,440,782,23067,1563,19139,1790,276,5553
BOOLY_1oHum_IL1+INS_IKK_c08rD,,1,,,,,1,,,1,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6317,2634,910,1147,1466,531,9400,876,81,15282,588,1792,23195,2305,3037,4405,454,9671
BOOLY_1oHum_IL1+INS_PI3K+MEK_c08rE,,1,,,,,1,,,1,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1075,990,590,701,745,538,5066,352,126,11861,324,602,22900,1149,14742,1189,286,4412
BOOLY_1oHum_IL1+INS_MEK+IKK_c08rF,,1,,,,,1,,,1,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5532,1118,722,960,668,484,5343,480,49,12180,343,663,20586,1006,19712,1010,237,4151
BOOLY_1oHum_IL1+INS_IKK+PI3K_c08rG,,1,,,,,1,,,1,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1414,2481,793,1323,1000,599,4967,565,55,16713,516,710,23683,1425,2583,1321,272,4474
BOOLY_1oHum_IL1+INS_PI3K+MEK+IKK_c08rH,,1,,,,,1,,,1,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,979,966,535,1318,699,380,3299,448,64,11850,436,772,21294,1138,13895,1199,266,3795
BOOLY_1oHum_IL6+INS_NOINH_c09rA,,1,,,,,,,1,1,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5830,8795,1126,557,290,121,6852,672,20423,18393,268,646,1101,1312,5792,915,1115,4211
BOOLY_1oHum_IL6+INS_PI3K_c09rB,,1,,,,,,,1,1,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2152,6532,890,528,354,150,5442,719,19294,18414,280,723,966,1267,5293,1717,1005,5547
BOOLY_1oHum_IL6+INS_MEK_c09rB,,1,,,,,,,1,1,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5434,2745,1205,378,336,131,4948,583,19092,12297,293,792,877,1490,23250,1890,947,6056
BOOLY_1oHum_IL6+INS_IKK_c09rD,,1,,,,,,,1,1,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6216,2753,942,257,293,98,3715,531,95,12036,247,922,783,1151,2614,1904,356,5537
BOOLY_1oHum_IL6+INS_PI3K+MEK_c09rE,,1,,,,,,,1,1,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2187,3335,838,451,561,173,5775,756,18216,18916,374,1355,1183,1710,24620,2978,1112,7006
BOOLY_1oHum_IL6+INS_MEK+IKK_c09rF,,1,,,,,,,1,1,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5679,1393,914,293,198,105,2679,539,50,8256,222,625,634,822,23773,1382,266,4190
BOOLY_1oHum_IL6+INS_IKK+PI3K_c09rG,,1,,,,,,,1,1,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1537,2358,725,234,247,95,2381,536,58,12437,204,601,798,856,2374,1286,284,4672
BOOLY_1oHum_IL6+INS_PI3K+MEK+IKK_c09rH,,1,,,,,,,1,1,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2177,1029,858,215,183,76,2168,504,59,7420,243,549,977,800,15246,926,319,3715
BOOLY_1oHum_TGFa+INS_NOINH_c10rA,,1,,,,,,1,,1,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,16920,24167,3013,784,820,381,18547,939,177,23664,866,760,5267,3285,26979,1244,747,6387
BOOLY_1oHum_TGFa+INS_PI3K_c10rB,,1,,,,,,1,,1,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2580,23365,1516,703,546,213,12110,945,192,24279,835,896,2127,2583,24981,2398,543,7398
BOOLY_1oHum_TGFa+INS_MEK_c10rB,,1,,,,,,1,,1,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10791,16542,1793,533,836,273,12380,886,188,18921,851,1483,3395,3035,26406,4039,652,8662
BOOLY_1oHum_TGFa+INS_IKK_c10rD,,1,,,,,,1,,1,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10233,23293,1776,464,977,356,11744,1260,93,15172,938,2042,4252,4097,26339,5138,803,10875
BOOLY_1oHum_TGFa+INS_PI3K+MEK_c10rE,,1,,,,,,1,,1,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,360,4717,539,296,495,53,3890,417,55,12154,102,320,1115,757,20186,315,136,2157
BOOLY_1oHum_TGFa+INS_MEK+IKK_c10rF,,1,,,,,,1,,1,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,13906,17329,1594,382,571,378,9112,665,63,13102,799,738,6380,1824,26868,1228,458,4832
BOOLY_1oHum_TGFa+INS_IKK+PI3K_c10rG,,1,,,,,,1,,1,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2759,23879,1131,391,391,254,7146,785,52,18938,855,638,4684,1661,25420,1057,435,4543
BOOLY_1oHum_TGFa+INS_PI3K+MEK+IKK_c10rH,,1,,,,,,1,,1,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4552,15212,1294,415,460,240,6197,832,68,12766,499,694,3008,1534,25975,1489,440,5375
BOOLY_1oHum_TGFa+TNF_NOINH_c11rA,,1,,,,,,1,,,1,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,8139,19579,1561,933,1017,583,8624,736,106,23090,759,623,22610,2421,23932,770,432,3490
BOOLY_1oHum_TGFa+TNF_PI3K_c11rB,,1,,,,,,1,,,1,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1439,20829,927,773,1103,552,8425,610,117,23130,809,577,23115,2134,23479,1100,372,4526
BOOLY_1oHum_TGFa+TNF_MEK_c11rB,,1,,,,,,1,,,1,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,9436,13708,1399,775,1056,573,9651,673,130,22067,952,642,20259,2388,26475,1211,457,4865
BOOLY_1oHum_TGFa+TNF_IKK_c11rD,,1,,,,,,1,,,1,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,8255,23645,1513,916,1830,816,10723,836,75,22229,1019,874,24254,2535,26280,1669,532,5278
BOOLY_1oHum_TGFa+TNF_PI3K+MEK_c11rE,,1,,,,,,1,,,1,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1556,5615,826,453,923,394,8370,597,113,11965,618,1272,15816,2673,24627,2072,368,7612
BOOLY_1oHum_TGFa+TNF_MEK+IKK_c11rF,,1,,,,,,1,,,1,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10899,14127,1148,751,1267,609,7630,558,74,13959,765,518,23049,1803,26483,869,419,4212
BOOLY_1oHum_TGFa+TNF_IKK+PI3K_c11rG,,1,,,,,,1,,,1,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1455,18761,872,918,1009,561,6336,659,49,19323,929,630,23759,2061,25268,1114,354,4275
BOOLY_1oHum_TGFa+TNF_PI3K+MEK+IKK_c11rH,,1,,,,,,1,,,1,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3942,18180,1199,1199,1045,717,8487,708,57,23336,825,563,22604,2092,27412,769,494,4261
BOOLY_1oHum_DME_NOINH_c12rA,,1,,,,1,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9754,2399,1028,422,219,94,3080,458,205,15981,184,445,747,911,2276,489,354,3422
BOOLY_1oHum_DME_PI3K_c12rB,,1,,,,1,,,,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831,2862,829,460,270,89,3051,508,163,17729,246,710,723,964,2394,1338,308,4922
BOOLY_1oHum_DME_MEK_c12rB,,1,,,,1,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506,1242,907,377,231,82,4055,416,146,12757,149,506,604,929,23229,633,232,2958
BOOLY_1oHum_DME_IKK_c12rD,,1,,,,1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8147,2063,1598,331,359,150,5575,757,59,14310,230,299,1325,1526,5021,2815,388,7940
BOOLY_1oHum_DME_PI3K+MEK_c12rE,,1,,,,1,,,,,,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,912,492,318,142,67,2087,408,108,3327,141,398,366,720,10842,701,114,2883
BOOLY_1oHum_DME_MEK+IKK_c12rF,,1,,,,1,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12080,872,1018,248,155,111,2142,403,40,10946,155,365,781,653,17829,522,254,2960
BOOLY_1oHum_DME_IKK+PI3K_c12rG,,1,,,,1,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103,2032,758,216,144,104,2056,464,43,17982,185,434,989,769,2759,703,232,3449
BOOLY_1oHum_DME_PI3K+MEK+IKK_c12rH,,1,,,,1,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,852,607,276,135,91,1629,402,41,8835,198,355,720,644,15233,465,200,2497
BOOLY_Hep3B_DME_NOINH_c01rA,,,1,,,1,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7265,16306,5351,331,214,88,11446,570,34,3155,135,1301,405,1317,12903,1106,220,3435
BOOLY_Hep3B_DME_PI3K_c01rB,,,1,,,1,,,,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,14730,3775,383,266,113,9251,616,40,2798,165,2079,613,1735,9472,1397,265,3604
BOOLY_Hep3B_DME_MEK_c01rC,,,1,,,1,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9206,3062,11265,492,205,135,7990,542,42,9559,185,1527,418,1222,25293,717,267,2522
BOOLY_Hep3B_DME_IKK_c01rD,,,1,,,1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,5244,2644,228,108,48,4852,458,28,732,125,500,350,1102,6297,429,132,1951
BOOLY_Hep3B_DME_PI3K+MEK_c01rE,,,1,,,1,,,,,,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820,3138,3680,327,181,90,4143,490,27,5157,130,2559,306,881,26082,463,250,2229
BOOLY_Hep3B_DME_MEK+IKK_c01rF,,,1,,,1,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,3871,920,270,114,133,2188,384,92,510,80,342,182,488,24156,316,91,1742
BOOLY_Hep3B_DME_IKK+PI3K_c01rG,,,1,,,1,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,7536,1800,272,131,66,7367,788,26,1920,206,652,621,2006,9677,653,165,3133
BOOLY_Hep3B_DME_PI3K+MEK+IKK_c01rH,,,1,,,1,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,1605,1124,294,148,102,3335,475,33,2279,145,466,343,1009,25149,391,206,2182
BOOLY_Hep3B_DME_NOINH_c01rA,,,1,,,1,,,,,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,7265,16306,5351,331,214,88,11446,570,34,3155,135,1301,405,1317,12903,1106,220,3435
BOOLY_Hep3B_DME_PI3K_c01rB,,,1,,,1,,,,,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1537,14730,3775,383,266,113,9251,616,40,2798,165,2079,613,1735,9472,1397,265,3604
BOOLY_Hep3B_DME_MEK_c01rC,,,1,,,1,,,,,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,9206,3062,11265,492,205,135,7990,542,42,9559,185,1527,418,1222,25293,717,267,2522
BOOLY_Hep3B_DME_IKK_c01rD,,,1,,,1,,,,,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1940,5244,2644,228,108,48,4852,458,28,732,125,500,350,1102,6297,429,132,1951
BOOLY_Hep3B_DME_PI3K+MEK_c01rE,,,1,,,1,,,,,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1820,3138,3680,327,181,90,4143,490,27,5157,130,2559,306,881,26082,463,250,2229
BOOLY_Hep3B_DME_MEK+IKK_c01rF,,,1,,,1,,,,,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1382,3871,920,270,114,133,2188,384,92,510,80,342,182,488,24156,316,91,1742
BOOLY_Hep3B_DME_IKK+PI3K_c01rG,,,1,,,1,,,,,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,476,7536,1800,272,131,66,7367,788,26,1920,206,652,621,2006,9677,653,165,3133
BOOLY_Hep3B_DME_PI3K+MEK+IKK_c01rH,,,1,,,1,,,,,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,613,1605,1124,294,148,102,3335,475,33,2279,145,466,343,1009,25149,391,206,2182
BOOLY_Hep3B_IL1a_NOINH_c02rA,,,1,,,,1,,,,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6213,14234,3582,940,1124,2059,15563,609,38,5672,919,1815,3806,1475,8678,1682,233,4801
BOOLY_Hep3B_IL1a_PI3K_c02rB,,,1,,,,1,,,,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2120,15165,4928,1530,1680,2384,15447,954,74,22033,1616,3380,3469,4986,10526,2259,461,3633
